ID,Model_Name,Phase,Energy_kWh,Grid_Intensity_gCO2,Carbon_CO2e_kg,Water_Usage_L,PUE,Source
INF_0042,Mistral-Large-2,Inference,0.0013686482686482,250,0.000342162067162,0.0026004317104316,1.12,AI Energy Score (2025)
INF_0043,Gemini-1.5-Pro,Inference,0.0004417954129252,50,2.20897706462638E-05,0.000839411284558,1.12,AI Energy Score (2025)
INF_0044,Mistral-Large-2,Inference,0.0007357993887359,250,0.0001839498471839,0.0013980188385982,1.12,AI Energy Score (2025)
INF_0045,Mistral-Large-2,Inference,0.0018666435575535,50,9.33321778776782E-05,0.0035466227593517,1.12,AI Energy Score (2025)
INF_0046,Llama-3-70B,Inference,0.001912088782429,50,9.56044391214541E-05,0.0036329686866152,1.12,AI Energy Score (2025)
INF_0047,Mistral-Large-2,Inference,0.0013095729160911,250,0.0003273932290227,0.002488188540573,1.12,AI Energy Score (2025)
INF_0048,GPT-4o,Inference,0.0010033976791925,450,0.0004515289556366,0.0019064555904658,1.12,AI Energy Score (2025)
INF_0049,Gemini-1.5-Pro,Inference,0.0002566170403058,450,0.0001154776681376,0.0004875723765811,1.12,AI Energy Score (2025)
INF_0050,Gemini-1.5-Pro,Inference,0.0007735070407533,250,0.0001933767601883,0.0014696633774314,1.12,AI Energy Score (2025)
INF_0051,GPT-4o,Inference,0.0006214761934209,50,3.10738096710472E-05,0.0011808047674997,1.12,AI Energy Score (2025)
INF_0052,Llama-3-70B,Inference,0.0003543903672699,250,8.85975918174838E-05,0.0006733416978128,1.12,AI Energy Score (2025)
INF_0053,Gemini-1.5-Pro,Inference,0.000419277606019,50,2.09638803009535E-05,0.0007966274514362,1.12,AI Energy Score (2025)
INF_0054,Claude-3.5-Sonnet,Inference,0.0002308655806568,50,1.15432790328426E-05,0.000438644603248,1.12,AI Energy Score (2025)
INF_0055,Gemini-1.5-Pro,Inference,0.0021227531137091,250,0.0005306882784272,0.0040332309160473,1.12,AI Energy Score (2025)
INF_0056,GPT-4o,Inference,0.000178429424983,50,8.92147124915087E-06,0.0003390159074677,1.12,AI Energy Score (2025)
INF_0057,Llama-3-70B,Inference,0.0007555311121521,250,0.000188882778038,0.001435509113089,1.12,AI Energy Score (2025)
INF_0059,Mistral-Large-2,Inference,0.0004532410008039,250,0.0001133102502009,0.0008611579015275,1.12,AI Energy Score (2025)
INF_0060,Mistral-Large-2,Inference,0.0001282415009323,450,5.77086754195361E-05,0.0002436588517713,1.12,AI Energy Score (2025)
INF_0061,Gemini-1.5-Pro,Inference,0.0009039795129231,450,0.0004067907808154,0.0017175610745539,1.12,AI Energy Score (2025)
INF_0062,Mistral-Large-2,Inference,0.0010932497790438,250,0.0002733124447609,0.0020771745801832,1.12,AI Energy Score (2025)
INF_0063,Llama-3-70B,Inference,0.0008702144805596,450,0.0003915965162518,0.0016534075130633,1.12,AI Energy Score (2025)
INF_0064,Mistral-Large-2,Inference,0.00033220924738,250,8.30523118450028E-05,0.000631197570022,1.12,AI Energy Score (2025)
INF_0065,GPT-4o,Inference,0.0003139999684179,50,1.56999984208983E-05,0.0005965999399941,1.12,AI Energy Score (2025)
INF_0066,GPT-4o,Inference,0.000231128121305,50,1.15564060652542E-05,0.0004391434304796,1.12,AI Energy Score (2025)
INF_0068,Gemini-1.5-Pro,Inference,0.0021255638710934,700,0.0014878947097654,0.0040385713550776,1.12,AI Energy Score (2025)
INF_0069,GPT-4o,Inference,0.0005334642011688,50,2.66732100584447E-05,0.0010135819822208,1.12,AI Energy Score (2025)
INF_0070,Claude-3.5-Sonnet,Inference,0.0001997797921591,700,0.0001398458545113,0.0003795816051023,1.12,AI Energy Score (2025)
INF_0071,Mistral-Large-2,Inference,0.0002969447695531,450,0.0001336251462989,0.000564195062151,1.12,AI Energy Score (2025)
INF_0072,Gemini-1.5-Pro,Inference,0.0019509134660247,700,0.0013656394262173,0.003706735585447,1.12,AI Energy Score (2025)
INF_0073,Claude-3.5-Sonnet,Inference,0.000485036381666,50,2.42518190833017E-05,0.0009215691251654,1.12,AI Energy Score (2025)
INF_0074,GPT-4o,Inference,0.0003144732706412,250,7.86183176603248E-05,0.0005974992142184,1.12,AI Energy Score (2025)
INF_0075,GPT-4o,Inference,0.0028601759115566,700,0.0020021231380896,0.0054343342319575,1.12,AI Energy Score (2025)
INF_0076,GPT-4o,Inference,0.0004156667555401,50,2.07833377770073E-05,0.0007897668355262,1.12,AI Energy Score (2025)
INF_0077,Claude-3.5-Sonnet,Inference,0.0028204654585651,50,0.0001410232729282,0.0053588843712737,1.12,AI Energy Score (2025)
INF_0078,GPT-4o,Inference,0.0004410437085515,450,0.0001984696688481,0.0008379830462479,1.12,AI Energy Score (2025)
INF_0079,Claude-3.5-Sonnet,Inference,0.0015871418751235,450,0.0007142138438056,0.0030155695627348,1.12,AI Energy Score (2025)
INF_0080,Claude-3.5-Sonnet,Inference,0.0003375181299991,450,0.0001518831584996,0.0006412844469983,1.12,AI Energy Score (2025)
INF_0081,GPT-4o,Inference,0.00105700454269,50,5.28502271345028E-05,0.0020083086311111,1.12,AI Energy Score (2025)
INF_0082,Claude-3.5-Sonnet,Inference,0.0004038515325415,50,2.01925766270773E-05,0.0007673179118289,1.12,AI Energy Score (2025)
INF_0083,Mistral-Large-2,Inference,0.00026138667755,250,6.53466693875003E-05,0.000496634687345,1.12,AI Energy Score (2025)
INF_0084,GPT-4o,Inference,0.0010351629474931,700,0.0007246140632452,0.001966809600237,1.12,AI Energy Score (2025)
INF_0085,Claude-3.5-Sonnet,Inference,0.0011944702661955,250,0.0002986175665488,0.0022694935057716,1.12,AI Energy Score (2025)
INF_0087,Llama-3-70B,Inference,0.0003241754296525,250,8.10438574131294E-05,0.0006159333163397,1.12,AI Energy Score (2025)
INF_0088,Llama-3-70B,Inference,0.0017999931350264,450,0.0008099969107618,0.0034199869565502,1.12,AI Energy Score (2025)
INF_0090,Gemini-1.5-Pro,Inference,0.0005119826571638,250,0.0001279956642909,0.0009727670486113,1.12,AI Energy Score (2025)
INF_0091,Mistral-Large-2,Inference,0.0001203851684315,250,3.00962921078907E-05,0.0002287318200199,1.12,AI Energy Score (2025)
INF_0092,Gemini-1.5-Pro,Inference,0.0001442694574947,250,3.60673643736997E-05,0.0002741119692401,1.12,AI Energy Score (2025)
INF_0093,Claude-3.5-Sonnet,Inference,0.001083462443405,50,5.41731221702527E-05,0.0020585786424696,1.12,AI Energy Score (2025)
INF_0094,Claude-3.5-Sonnet,Inference,0.0004259001456003,450,0.0001916550655201,0.0008092102766405,1.12,AI Energy Score (2025)
INF_0095,Llama-3-70B,Inference,0.0007198059593581,250,0.0001799514898395,0.0013676313227805,1.12,AI Energy Score (2025)
INF_0096,Llama-3-70B,Inference,0.0009116474331181,450,0.0004102413449031,0.0017321301229245,1.12,AI Energy Score (2025)
INF_0097,Mistral-Large-2,Inference,0.0001038876258001,250,2.59719064500283E-05,0.0001973864890202,1.12,AI Energy Score (2025)
INF_0098,GPT-4o,Inference,0.0001418681726259,450,6.38406776816757E-05,0.0002695495279892,1.12,AI Energy Score (2025)
INF_0099,Mistral-Large-2,Inference,0.0001942083385241,250,4.85520846310371E-05,0.0003689958431958,1.12,AI Energy Score (2025)
INF_0100,Gemini-1.5-Pro,Inference,0.0007247879793041,450,0.0003261545906868,0.0013770971606778,1.12,AI Energy Score (2025)
INF_0101,GPT-4o,Inference,0.0008164178516953,700,0.0005714924961867,0.0015511939182212,1.12,AI Energy Score (2025)
INF_0102,GPT-4o,Inference,0.0008082533073095,450,0.0003637139882893,0.0015356812838881,1.12,AI Energy Score (2025)
INF_0103,Claude-3.5-Sonnet,Inference,0.0005470614818137,50,2.73530740906889E-05,0.0010394168154461,1.12,AI Energy Score (2025)
INF_0104,Claude-3.5-Sonnet,Inference,0.0003451241265593,450,0.0001553058569517,0.0006557358404628,1.12,AI Energy Score (2025)
INF_0105,Mistral-Large-2,Inference,0.001153276771988,450,0.0005189745473946,0.0021912258667773,1.12,AI Energy Score (2025)
INF_0106,GPT-4o,Inference,0.0007793172961253,250,0.0001948293240313,0.0014807028626382,1.12,AI Energy Score (2025)
INF_0107,Gemini-1.5-Pro,Inference,0.0010031529117453,450,0.0004514188102854,0.0019059905323162,1.12,AI Energy Score (2025)
INF_0108,Mistral-Large-2,Inference,0.0003825088525282,700,0.0002677561967697,0.0007267668198035,1.12,AI Energy Score (2025)
INF_0109,Gemini-1.5-Pro,Inference,0.0005443791258083,50,2.7218956290416E-05,0.0010343203390358,1.12,AI Energy Score (2025)
INF_0110,GPT-4o,Inference,0.0003764213419093,700,0.0002634949393365,0.0007152005496277,1.12,AI Energy Score (2025)
INF_0111,GPT-4o,Inference,0.0002034634547419,450,9.15585546338658E-05,0.0003865805640096,1.12,AI Energy Score (2025)
INF_0113,GPT-4o,Inference,0.0017182317377741,450,0.0007732042819983,0.0032646403017708,1.12,AI Energy Score (2025)
INF_0114,Llama-3-70B,Inference,0.000183782098753,50,9.18910493765418E-06,0.0003491859876308,1.12,AI Energy Score (2025)
INF_0115,Mistral-Large-2,Inference,0.0006741169600746,250,0.0001685292400186,0.0012808222241417,1.12,AI Energy Score (2025)
INF_0116,Gemini-1.5-Pro,Inference,0.0001727543898441,250,4.31885974610267E-05,0.0003282333407038,1.12,AI Energy Score (2025)
INF_0117,Mistral-Large-2,Inference,0.0004205927808995,700,0.0002944149466296,0.000799126283709,1.12,AI Energy Score (2025)
INF_0118,Llama-3-70B,Inference,0.0003719554011222,250,9.29888502805559E-05,0.0007067152621322,1.12,AI Energy Score (2025)
INF_0119,Mistral-Large-2,Inference,0.0004981591399899,700,0.0003487113979929,0.0009465023659809,1.12,AI Energy Score (2025)
INF_0120,Mistral-Large-2,Inference,0.0003395200120543,450,0.0001527840054244,0.0006450880229033,1.12,AI Energy Score (2025)
INF_0121,Llama-3-70B,Inference,0.000644453266505,700,0.0004511172865535,0.0012244612063595,1.12,AI Energy Score (2025)
INF_0122,Llama-3-70B,Inference,0.0037234326677134,450,0.001675544700471,0.0070745220686554,1.12,AI Energy Score (2025)
INF_0123,Gemini-1.5-Pro,Inference,0.0002409246352674,700,0.0001686472446871,0.000457756807008,1.12,AI Energy Score (2025)
INF_0124,Claude-3.5-Sonnet,Inference,0.000120944323299,450,5.4424945484556E-05,0.0002297942142681,1.12,AI Energy Score (2025)
INF_0126,GPT-4o,Inference,0.0006079226941833,700,0.0004255458859283,0.0011550531189483,1.12,AI Energy Score (2025)
INF_0127,Mistral-Large-2,Inference,0.000663023105305,250,0.0001657557763262,0.0012597439000795,1.12,AI Energy Score (2025)
INF_0128,Gemini-1.5-Pro,Inference,0.0001662467263087,250,4.15616815771787E-05,0.0003158687799865,1.12,AI Energy Score (2025)
INF_0129,GPT-4o,Inference,0.0001780226835561,450,8.01102076002479E-05,0.0003382430987566,1.12,AI Energy Score (2025)
INF_0131,Gemini-1.5-Pro,Inference,0.000165864189637,450,7.46388853366945E-05,0.0003151419603104,1.12,AI Energy Score (2025)
INF_0132,Mistral-Large-2,Inference,0.0003642235256693,450,0.0001639005865512,0.0006920246987717,1.12,AI Energy Score (2025)
INF_0133,Claude-3.5-Sonnet,Inference,0.0001981180981035,450,8.91531441465775E-05,0.0003764243863966,1.12,AI Energy Score (2025)
INF_0134,Mistral-Large-2,Inference,0.0005610026995756,450,0.000252451214809,0.0010659051291936,1.12,AI Energy Score (2025)
INF_0135,Claude-3.5-Sonnet,Inference,0.0003396688856379,450,0.000152850998537,0.0006453708827121,1.12,AI Energy Score (2025)
INF_0136,Claude-3.5-Sonnet,Inference,0.0006877284590844,700,0.0004814099213591,0.0013066840722604,1.12,AI Energy Score (2025)
INF_0137,Gemini-1.5-Pro,Inference,0.0004135984342951,250,0.0001033996085737,0.0007858370251608,1.12,AI Energy Score (2025)
INF_0139,Claude-3.5-Sonnet,Inference,0.0001908812570555,450,0.0000858965656749997,0.0003626743884055,1.12,AI Energy Score (2025)
INF_0140,Gemini-1.5-Pro,Inference,0.0002947259404592,450,0.0001326266732066,0.0005599792868726,1.12,AI Energy Score (2025)
INF_0142,Gemini-1.5-Pro,Inference,0.0003872667636859,450,0.0001742700436586,0.0007358068510033,1.12,AI Energy Score (2025)
INF_0143,Llama-3-70B,Inference,0.0004174340717259,250,0.0001043585179314,0.0007931247362792,1.12,AI Energy Score (2025)
INF_0144,Mistral-Large-2,Inference,0.0029181811928935,700,0.0020427268350254,0.0055445442664977,1.12,AI Energy Score (2025)
INF_0145,Llama-3-70B,Inference,0.0003543406857405,700,0.0002480384800184,0.0006732473029071,1.12,AI Energy Score (2025)
INF_0146,GPT-4o,Inference,0.0009833292962066,450,0.000442498183293,0.0018683256627926,1.12,AI Energy Score (2025)
INF_0147,GPT-4o,Inference,0.0009070443827376,50,4.53522191368804E-05,0.0017233843272014,1.12,AI Energy Score (2025)
INF_0148,Mistral-Large-2,Inference,0.0009676608109031,250,0.0002419152027257,0.0018385555407159,1.12,AI Energy Score (2025)
INF_0149,Claude-3.5-Sonnet,Inference,0.0002262924638208,700,0.0001584047246745,0.0004299556812596,1.12,AI Energy Score (2025)
INF_0150,Mistral-Large-2,Inference,0.0001359407291236,50,6.79703645618342E-06,0.0002582873853349,1.12,AI Energy Score (2025)
INF_0151,Claude-3.5-Sonnet,Inference,0.0024803453937137,700,0.0017362417755996,0.0047126562480561,1.12,AI Energy Score (2025)
INF_0152,Claude-3.5-Sonnet,Inference,0.0003179860609236,700,0.0002225902426465,0.0006041735157548,1.12,AI Energy Score (2025)
INF_0153,Mistral-Large-2,Inference,0.0002791199526819,700,0.0001953839668773,0.0005303279100957,1.12,AI Energy Score (2025)
INF_0154,Llama-3-70B,Inference,0.0010457640147313,50,5.22882007365696E-05,0.0019869516279896,1.12,AI Energy Score (2025)
INF_0155,Mistral-Large-2,Inference,0.0004491368248857,50,2.24568412442892E-05,0.0008533599672829,1.12,AI Energy Score (2025)
INF_0156,Mistral-Large-2,Inference,0.0016799397438548,700,0.0011759578206984,0.0031918855133242,1.12,AI Energy Score (2025)
INF_0157,Llama-3-70B,Inference,0.0008274818362617,450,0.0003723668263177,0.0015722154888973,1.12,AI Energy Score (2025)
INF_0158,Mistral-Large-2,Inference,0.002549820259515,50,0.0001274910129757,0.0048446584930785,1.12,AI Energy Score (2025)
INF_0159,GPT-4o,Inference,0.0003062377046075,50,1.53118852303785E-05,0.0005818516387543,1.12,AI Energy Score (2025)
INF_0160,Gemini-1.5-Pro,Inference,0.0002395435652825,50,1.19771782641292E-05,0.0004551327740369,1.12,AI Energy Score (2025)
INF_0161,Llama-3-70B,Inference,0.0002139874052464,250,5.34968513116133E-05,0.0004065760699682,1.12,AI Energy Score (2025)
INF_0162,GPT-4o,Inference,0.0004060385813227,250,0.0001015096453306,0.0007714733045131,1.12,AI Energy Score (2025)
INF_0163,Llama-3-70B,Inference,0.0003636332885332,250,9.09083221333141E-05,0.0006909032482131,1.12,AI Energy Score (2025)
INF_0164,Gemini-1.5-Pro,Inference,0.0020006332712818,50,0.000100031663564,0.0038012032154355,1.12,AI Energy Score (2025)
INF_0165,Mistral-Large-2,Inference,0.000308123645871,450,0.0001386556406419,0.0005854349271549,1.12,AI Energy Score (2025)
INF_0166,Claude-3.5-Sonnet,Inference,0.0022299837455558,50,0.0001114991872777,0.0042369691165562,1.12,AI Energy Score (2025)
INF_0167,Llama-3-70B,Inference,0.0004389963855769,250,0.0001097490963942,0.0008340931325962,1.12,AI Energy Score (2025)
INF_0169,Mistral-Large-2,Inference,0.000250425842438,250,6.26064606095189E-05,0.0004758091006323,1.12,AI Energy Score (2025)
INF_0170,GPT-4o,Inference,0.0004458964226652,700,0.0003121274958656,0.0008472032030639,1.12,AI Energy Score (2025)
INF_0172,Claude-3.5-Sonnet,Inference,0.001150274553488,700,0.0008051921874416,0.0021855216516273,1.12,AI Energy Score (2025)
INF_0173,GPT-4o,Inference,0.0001010528967432,450,4.54738035344778E-05,0.0001920005038122,1.12,AI Energy Score (2025)
INF_0174,Gemini-1.5-Pro,Inference,0.0001200200948035,700,8.40140663624844E-05,0.0002280381801267,1.12,AI Energy Score (2025)
INF_0176,Mistral-Large-2,Inference,0.0014110901470204,450,0.0006349905661592,0.0026810712793389,1.12,AI Energy Score (2025)
INF_0177,Mistral-Large-2,Inference,0.0002302345632552,50,1.15117281627633E-05,0.000437445670185,1.12,AI Energy Score (2025)
INF_0178,GPT-4o,Inference,0.0039762769652252,450,0.0017893246343513,0.0075549262339278,1.12,AI Energy Score (2025)
INF_0179,Mistral-Large-2,Inference,0.0034796166028896,250,0.0008699041507224,0.0066112715454902,1.12,AI Energy Score (2025)
INF_0180,Gemini-1.5-Pro,Inference,0.0006079496993748,250,0.0001519874248437,0.0011551044288122,1.12,AI Energy Score (2025)
INF_0181,Llama-3-70B,Inference,0.0003378448804515,700,0.0002364914163161,0.000641905272858,1.12,AI Energy Score (2025)
INF_0182,Mistral-Large-2,Inference,0.000163651884729,450,7.36433481280794E-05,0.0003109385809852,1.12,AI Energy Score (2025)
INF_0183,GPT-4o,Inference,0.0001310183910511,700,9.1712873735835E-05,0.0002489349429972,1.12,AI Energy Score (2025)
INF_0185,Gemini-1.5-Pro,Inference,0.0003510827022325,50,1.7554135111628E-05,0.0006670571342418,1.12,AI Energy Score (2025)
INF_0186,Mistral-Large-2,Inference,0.0002446809226687,50,1.22340461334355E-05,0.0004648937530705,1.12,AI Energy Score (2025)
INF_0188,GPT-4o,Inference,0.0003913737524158,700,0.000273961626691,0.0007436101295901,1.12,AI Energy Score (2025)
INF_0189,Claude-3.5-Sonnet,Inference,0.0023679329146114,450,0.0010655698115751,0.0044990725377618,1.12,AI Energy Score (2025)
INF_0190,Llama-3-70B,Inference,0.0001326228852391,250,3.31557213097984E-05,0.0002519834819544,1.12,AI Energy Score (2025)
INF_0191,Llama-3-70B,Inference,0.0004707721935747,250,0.0001176930483936,0.0008944671677919,1.12,AI Energy Score (2025)
INF_0192,Llama-3-70B,Inference,0.0001787140073914,250,4.46785018478711E-05,0.0003395566140438,1.12,AI Energy Score (2025)
INF_0193,Gemini-1.5-Pro,Inference,0.0002471461313139,700,0.0001730022919197,0.0004695776494964,1.12,AI Energy Score (2025)
INF_0194,Gemini-1.5-Pro,Inference,0.0009030188830581,450,0.0004063584973761,0.0017157358778104,1.12,AI Energy Score (2025)
INF_0196,GPT-4o,Inference,0.0007814450112701,50,3.90722505635063E-05,0.0014847455214132,1.12,AI Energy Score (2025)
INF_0197,Gemini-1.5-Pro,Inference,0.0019466615789203,50,9.73330789460199E-05,0.0036986569999487,1.12,AI Energy Score (2025)
INF_0198,GPT-4o,Inference,0.0008291607287476,700,0.0005804125101233,0.0015754053846206,1.12,AI Energy Score (2025)
INF_0199,Gemini-1.5-Pro,Inference,0.0013000686207786,700,0.000910048034545,0.0024701303794793,1.12,AI Energy Score (2025)
INF_0200,Llama-3-70B,Inference,0.0004867799302168,50,2.43389965108436E-05,0.000924881867412,1.12,AI Energy Score (2025)
INF_0201,Mistral-Large-2,Inference,0.0005061238059631,50,2.5306190298156E-05,0.0009616352313299,1.12,AI Energy Score (2025)
INF_0202,Mistral-Large-2,Inference,0.0006615433135157,700,0.000463080319461,0.0012569322956799,1.12,AI Energy Score (2025)
INF_0203,Claude-3.5-Sonnet,Inference,0.0008756977104335,50,4.37848855216768E-05,0.0016638256498237,1.12,AI Energy Score (2025)
INF_0204,Gemini-1.5-Pro,Inference,0.0009115154330011,700,0.0006380608031008,0.0017318793227022,1.12,AI Energy Score (2025)
INF_0205,Claude-3.5-Sonnet,Inference,0.0001634041319528,450,7.35318593788022E-05,0.0003104678507104,1.12,AI Energy Score (2025)
INF_0206,Claude-3.5-Sonnet,Inference,0.0004849079315071,250,0.0001212269828767,0.0009213250698636,1.12,AI Energy Score (2025)
INF_0207,Llama-3-70B,Inference,0.0001723791070615,450,7.75705981777159E-05,0.000327520303417,1.12,AI Energy Score (2025)
INF_0208,Mistral-Large-2,Inference,0.0008234087766952,250,0.0002058521941738,0.0015644766757208,1.12,AI Energy Score (2025)
INF_0209,GPT-4o,Inference,0.0004253372775603,250,0.00010633431939,0.0008081408273646,1.12,AI Energy Score (2025)
INF_0210,Mistral-Large-2,Inference,0.0002551682305083,250,6.37920576270854E-05,0.0004848196379658,1.12,AI Energy Score (2025)
INF_0211,GPT-4o,Inference,0.0007390410148321,50,3.69520507416069E-05,0.001404177928181,1.12,AI Energy Score (2025)
INF_0212,Mistral-Large-2,Inference,0.0023992223700712,450,0.001079650066532,0.0045585225031354,1.12,AI Energy Score (2025)
INF_0213,Gemini-1.5-Pro,Inference,0.0002111913622086,700,0.000147833953546,0.0004012635881963,1.12,AI Energy Score (2025)
INF_0214,Claude-3.5-Sonnet,Inference,0.0009465602669591,250,0.0002366400667397,0.0017984645072223,1.12,AI Energy Score (2025)
INF_0215,Llama-3-70B,Inference,0.0003445847524754,250,8.61461881188644E-05,0.0006547110297033,1.12,AI Energy Score (2025)
INF_0216,GPT-4o,Inference,0.0005731213929113,250,0.0001432803482278,0.0010889306465314,1.12,AI Energy Score (2025)
INF_0217,Llama-3-70B,Inference,0.0012368935400383,50,6.18446770019164E-05,0.0023500977260728,1.12,AI Energy Score (2025)
INF_0218,GPT-4o,Inference,0.0002034208308673,450,9.15393738903198E-05,0.000386499578648,1.12,AI Energy Score (2025)
INF_0219,Gemini-1.5-Pro,Inference,0.0005217915907586,700,0.000365254113531,0.0009914040224413,1.12,AI Energy Score (2025)
INF_0220,Llama-3-70B,Inference,0.0005204259174509,450,0.0002341916628529,0.0009888092431568,1.12,AI Energy Score (2025)
INF_0221,Llama-3-70B,Inference,0.0010529584012191,700,0.0007370708808533,0.0020006209623163,1.12,AI Energy Score (2025)
INF_0222,Mistral-Large-2,Inference,0.0004359092541049,250,0.0001089773135262,0.0008282275827993,1.12,AI Energy Score (2025)
INF_0223,Mistral-Large-2,Inference,0.00062606694962,450,0.000281730127329,0.001189527204278,1.12,AI Energy Score (2025)
INF_0224,GPT-4o,Inference,0.0002067136525803,450,9.30211436611408E-05,0.0003927559399025,1.12,AI Energy Score (2025)
